logFC	AveExpr	t	P.Value	adj.P.Val	B
LINC01122	0.0835610420101953	2.4682462685245	1.92128809989243	0.0573155480290132	0.0983037473039138	-5.46797473967486
GNAT3	0.089068791644038	2.12084200146633	1.92107438544884	0.057342797390461	0.0983422753777819	-5.46837360328673
MTNR1B	0.0996363695462739	4.11973669528523	1.92001951620093	0.0574774570796789	0.0985540734369646	-5.4703417398494
KRTAP9-4	0.115515318547815	2.83051159200859	1.92000769297037	0.0574789678875359	0.0985540734369646	-5.47036379347974
SUCLG2-AS1	-0.0633910658666723	2.58179035379583	-1.91999426543807	0.0574806837384798	0.0985540734369646	-5.4703888394275
NEK8	0.0991662730265892	4.55449448687074	1.9196943490893	0.0575190201102432	0.0986115755252284	-5.47094822118826
SCN4A	-0.122563245112926	3.90226958481052	-1.91958319227173	0.0575332340422836	0.0986277155530897	-5.4711555219192
CRIM1-DT	0.0953294713592996	2.97013397712038	1.91944005146224	0.057551542217715	0.0986508709569425	-5.4714224543413
LINC01676	-0.106632778797535	3.14731210107448	-1.91927466315202	0.0575727020357615	0.0986789101787358	-5.47173085128425
PIK3CA	0.127520933602935	5.95787526329839	1.91909268143424	0.057595992395264	0.0987105961409741	-5.47207016100557
TSTD1	-0.190817755796491	7.08889188604082	-1.918658540317	0.0576515866577599	0.0987953677932282	-5.47287950721519
CRABP1	0.0936931850276697	3.36674480952583	1.91863134378723	0.057655070834415	0.0987953677932282	-5.47293020256667
DSC3	0.0618353086475087	2.39780022428024	1.91848566446607	0.057673736990312	0.0988191129337048	-5.47320174285675
PROM2	0.076064241945426	4.40700596324571	1.91825505511067	0.0577032957985595	0.0988615162051525	-5.47363154987532
SELENOI	-0.0907175010444865	4.29646237159228	-1.91659186714697	0.0579168565084796	0.0992191316709252	-5.47672995071796
CFC1B	0.106065266597813	4.03537104285819	1.91634901669696	0.0579480952351234	0.0992643722062814	-5.47718215374532
DOK5	0.0917517442916309	3.58134712565757	1.91612083846664	0.0579774595561608	0.099304910757415	-5.47760698738026
ARHGEF17	0.121062788428406	5.84556352253022	1.91609002566855	0.057981425824491	0.099304910757415	-5.47766435256571
LINC02483	0.101933835016697	2.74177320967656	1.91575247871738	0.0580248903320152	0.0993699569278528	-5.47829271823297
RTP1	0.0773030859709927	2.23166572037091	1.9157199837582	0.0580290760199637	0.0993699569278528	-5.47835320426096
NPHS2	0.139544156370045	4.29551608013297	1.91535664567979	0.0580758950612465	0.099441843814145	-5.47902945548053
EBF4	-0.15409904403713	4.57805167321284	-1.91524418482696	0.0580903929967793	0.0994583807441107	-5.47923874530757
MMACHC	0.12550805660493	4.37202544314562	1.91517211144164	0.0580996859689401	0.0994660040802924	-5.4793728679555
MLF2	-0.130100166445104	8.17571056798743	-1.91504410015536	0.0581161945295901	0.0994859781230046	-5.47961107481375
GRTP1	0.0954222028814882	2.91666438304217	1.9148606173172	0.0581398636901068	0.0995182056616414	-5.47995247868841
TINAG	0.0627979348408823	2.71522057342127	1.91463526870046	0.0581689446180954	0.0995596904012363	-5.48037173979094
DOCK2	-0.119559379963673	5.86366845375758	-1.91436221502635	0.0582041982353726	0.09961173228439	-5.48087969437129
RNF43	-0.121583042548736	4.73759544500169	-1.91407078840858	0.0582418438128073	0.0996655683684785	-5.48142175297345
CCDC152	0.0908269934502659	5.40674124328304	1.91404361125265	0.0582453555178869	0.0996655683684785	-5.48147229902738
CYB5D1	-0.118377201984981	5.08243641228907	-1.91325823591572	0.0583469151218147	0.0998310373720375	-5.48293270754629
SPDYA	0.0981248219134598	2.30172319546024	1.912570172697	0.058436013486752	0.0999751595320345	-5.4842117034879
CHST10	0.0948330046497645	4.46928838017991	1.91228774306341	0.0584726188879725	0.100029457669742	-5.48473656909718
TMEM35A	0.0809383689371277	2.04914869225866	1.91207452743631	0.0585002663256469	0.100064103659303	-5.4851327598069
CPA4	0.154804134699527	4.92848764885532	1.91205645386195	0.0585026104123252	0.100064103659303	-5.48516634166778
VCAM1	0.0942143379393303	2.35689344465643	1.91184712170674	0.0585297659087545	0.100102218864669	-5.48555527262758
RASA2	0.153736261161873	8.49491410778317	1.91138911801636	0.058589217197676	0.100195557939002	-5.48640608678168
LOC100422212	0.0959179376205102	2.19354121802893	1.91027485388897	0.0587340668974122	0.10043491226387	-5.48847521267754
MDM4	-0.123172895157949	6.2940123877375	-1.91014545453856	0.0587509077961978	0.100455350666007	-5.48871542691428
TPH2	0.111075809273357	2.56419190838541	1.91002717478295	0.0587663050723208	0.100473317491565	-5.48893498566312
CLP1	0.0812187708056591	6.08574197739601	1.90975798771757	0.0588013596373299	0.100517754713593	-5.48943462122373
GABBR1	-0.179788061240887	5.67558901138549	-1.90975246207937	0.0588020793913135	0.100517754713593	-5.48944487661896
FHOD3	0.12267318369883	3.11590802019539	1.90925210284843	0.0588672855162373	0.100615836307599	-5.49037341124002
BAIAP3	-0.110270759206341	5.18018373243592	-1.90923704246128	0.0588692491082908	0.100615836307599	-5.49040135581625
DSCAM-AS1	0.123706909727203	2.73650542033943	1.90870579234975	0.058938549441131	0.100725902567016	-5.49138695954908
KLHL40	0.142113995315913	3.51421828198622	1.90797174126496	0.0590344176594054	0.100881351225208	-5.49274838862286
TMEM98	0.100800474996866	3.06282070727598	1.90692696791524	0.0591710929835581	0.101106501722862	-5.49468526343674
GMCL2	0.206410535303429	5.90907679876572	1.90670088138824	0.0592007042239322	0.101148688043368	-5.49510426810973
CEBPA-DT	-0.138048381249073	5.42257472019182	-1.90654840739829	0.059220681245611	0.101168029079207	-5.49538682092675
LINC01118	-0.15353093799885	4.46417278246806	-1.90653933000078	0.0592218707379328	0.101168029079207	-5.49540364178022
MACROD2-AS1	0.0943547526494486	2.2375503937321	1.90524642949004	0.0593914964798876	0.101449365017889	-5.49779868364114
LIAS	-0.212474298920484	4.58677507911011	-1.90516023675236	0.0594028192979	0.101460272109762	-5.49795829791829
ATP11C	0.168954130100523	4.63434840873881	1.90507559791802	0.0594139397525525	0.101470831779854	-5.49811502806046
RBP1	0.0966460226905905	4.06196298379428	1.90500164767169	0.0594236572976328	0.101478993917482	-5.49825196025757
LHCGR	0.082374106850116	1.99911240673776	1.90466906566612	0.0594673772738956	0.101534158196543	-5.49886773428578
TBL1XR1	0.116672852332222	6.44939696215152	1.90466460560896	0.0594679637600052	0.101534158196543	-5.49887599137763
SLC14A1	0.510791757292178	5.4225211135917	1.9046428162748	0.059470829071669	0.101534158196543	-5.49891633063064
DEFB122	0.119997320491823	2.59722565365592	1.90460559111024	0.0594757244737842	0.101534158196543	-5.49898524570469
TUBG2	-0.141683304509092	3.40280439033162	-1.90434787676415	0.0595096252362514	0.101583592704746	-5.49946231860913
SIGLEC10	0.361795151658	7.54124041283012	1.90428646217486	0.059517706351557	0.10158894823641	-5.49957599850883
PRR7-AS1	0.0933926071914426	3.49219127602519	1.90413329296328	0.0595378648363608	0.101614915658005	-5.49985950351053
ANKRD18B	0.118986695862124	3.81579830461705	1.90388174050068	0.059570983927599	0.101662997153744	-5.50032506244061
CTSC	0.195576770054004	7.79106020795804	1.90369474189457	0.0595956139766165	0.101691494905261	-5.50067111150857
CALCRL	0.0792240313226809	2.83404139677005	1.90367981742913	0.0595975800839001	0.101691494905261	-5.50069872851246
TLK2	0.0641256360726628	5.14120888187401	1.90363548827397	0.0596034202043412	0.101693015757141	-5.50078075628347
KLHL13	-0.0850119193450689	1.98446757938651	-1.90321775703313	0.0596584776225845	0.10177850200635	-5.501553648832
DGCR5	0.0885604894624663	3.85401923170107	1.90314509875024	0.059668058426488	0.101786396530458	-5.50168806607193
PAPOLB	0.0634519411125907	2.06927417773749	1.90286124745989	0.0597054997838735	0.101841812489318	-5.50221314268394
MIR3681HG	0.0806831713356457	3.43094428913936	1.90249150560885	0.0597543001504359	0.101916593110168	-5.50289699238225
ANGPT1	-0.145280003673335	2.79489211734947	-1.90185952111173	0.0598377902685863	0.102050523049978	-5.5040655807
HBBP1	0.156318762892037	4.78143523053382	1.90177480257803	0.05984898970503	0.102061152651341	-5.50422220423423
ATAD3B	-0.0807774595451329	5.40921862419433	-1.9016247272171	0.0598688333677691	0.102086520361322	-5.5044996402965
ARHGEF12	0.0878166385408861	3.0456994761642	1.90145974918122	0.0598906539147896	0.102115254505062	-5.50480460248562
SNCAIP	0.0737323308090243	3.09768122606115	1.90068894694871	0.0599926914232494	0.102280744715536	-5.5062291038552
SORBS2	0.0526511294049654	2.64277395009889	1.90039600316611	0.0600315091403392	0.102338433824857	-5.50677034465833
UPF3B	-0.104375000362371	4.42589289153715	-1.90027511118336	0.060047534582073	0.10235726156176	-5.50699368106102
HOXD10	0.0891565916600721	3.00019007195733	1.90022935967652	0.0600536003400154	0.102359110267666	-5.50707819913792
SEC61A2	0.128195061115691	4.55797999581545	1.89997212246718	0.0600877145703214	0.102408762271339	-5.50755336541066
PGLS	0.0899785550076109	6.74078505029124	1.89989545924133	0.0600978846284053	0.102417600864911	-5.50769496539731
PDE12	-0.0782775369665747	4.00431053376186	-1.89947360894905	0.0601538727093518	0.102504513666512	-5.50847404382352
CEP83	0.130888150166558	2.87219188451546	1.89934605832205	0.0601708098919757	0.102524873339155	-5.50870957406283
LOC101928837	0.129020386973719	3.73661804498549	1.89905596937182	0.0602093451266385	0.102582027444432	-5.5092451864302
ASNS	0.137050533311322	4.04505476457881	1.89893149355885	0.0602258867748311	0.102601703476704	-5.50947499172948
BST2	-0.268830776381948	7.02320943986035	-1.89881982840654	0.0602407292586135	0.102618481765336	-5.50968113419701
CELF4	0.0643101645836879	2.87750207262288	1.89871609198748	0.0602545206132566	0.102633466850283	-5.50987262945174
ZDHHC22	0.098695288865521	4.35274897455435	1.89859978569537	0.0602699862392373	0.102651301055125	-5.51008731679091
COMMD4	0.0866358480739473	5.868545135914	1.89855953204254	0.0602753396755133	0.102651910740272	-5.51016161729652
RUFY2	-0.0639528499627886	3.53994315032954	-1.89840819445882	0.0602954700238736	0.102677684057394	-5.51044094420093
MGC15885	0.117683180528492	4.07697263410499	1.89786353505529	0.0603679653083111	0.102792618422314	-5.51144606092496
DAB1	-0.0793856669970889	3.04546485685314	-1.89736376090262	0.0604345507054909	0.102897471409987	-5.51236810883905
ZNF594	-0.0759379507739921	3.07254965656153	-1.89716016714559	0.0604616933864027	0.102935156370935	-5.51274365977419
NCF1	0.205423952367488	9.88620686815156	1.89684789649025	0.0605033445419836	0.102991565624985	-5.51331960386083
LOC101927604	0.0976227129466198	3.19650416427129	1.89683660661259	0.0605048508552641	0.102991565624985	-5.51334042496379
RCAN1	0.0859775096842528	4.4413134365312	1.8964717195981	0.0605535516260918	0.1030659266433	-5.51401329720328
MESP2	0.0785313576071855	5.4361733386567	1.89634738086699	0.0605701544005398	0.103085647074432	-5.51424255717052
POLE	-0.109531416795252	5.36329430329117	-1.89594556120687	0.0606238349647825	0.103164833634536	-5.51498334971633
ITPR1-DT	0.19544303520988	3.86961904313771	1.89592395161236	0.0606267230021246	0.103164833634536	-5.51502318488555
TERF1	-0.154764117825502	6.49581189467644	-1.89545760044949	0.0606890771713428	0.103259025403446	-5.51588275402997
RAB9B	-0.106130132514243	3.76077814567356	-1.89543480413461	0.0606921265668803	0.103259025403446	-5.51592476666978
NLRP8	0.133776326642457	4.91598667445056	1.89527238622455	0.0607138564556036	0.103287444019058	-5.51622408229361
ACTG1	-0.0855594459062559	12.5021029109741	-1.89507333217955	0.060740496805296	0.103324210997684	-5.51659088094014
PAX3	0.0710601112442402	3.13562479584399	1.89443104129759	0.0608265246213621	0.103461986130649	-5.51777419019193
RREB1	-0.0772887634931259	4.7772050162001	-1.89437911570502	0.060833483954035	0.103465259209689	-5.51786983766711
SMG5	-0.121979184898399	6.01805503596889	-1.89417756698922	0.0608605028771401	0.103502646165882	-5.5182410692314
RSAD2	-0.763020441987389	6.21921447200853	-1.89412411003028	0.0608676708230345	0.103506270087929	-5.51833952513306
TMED4	-0.0829363699625558	5.51910851816724	-1.8939036787219	0.0608972355451868	0.103541069783099	-5.51874548340951
PLAGL1	0.275648460989604	6.91617386482932	1.89389639592187	0.0608982125358185	0.103541069783099	-5.51875889505532
RAB38	0.242954539583497	3.35030046244888	1.89378673951407	0.0609129245797198	0.103557515279942	-5.51896082706059
STK4-AS1	0.108375842500804	4.89802631382838	1.89372089152729	0.060921760504467	0.103563968944928	-5.51908208070844
NRSN2	0.105848510143394	4.27436147920198	1.89361810193267	0.0609355556538888	0.103578851280649	-5.51927135140006
GBP1	-0.578694294022937	7.25784018495864	-1.89353133075483	0.0609472030514288	0.103590080686833	-5.51943111924104
LYSMD1	0.18769529531792	4.47741265018372	1.89346539427497	0.0609560550331227	0.103590687171517	-5.51955252051483
MAGEA10	0.0891029213166843	3.34205810524079	1.89345357277056	0.0609576421858963	0.103590687171517	-5.51957428567608
DNAAF1	0.133075378902553	4.25938800335449	1.89265145491363	0.0610654154696535	0.103765254484901	-5.52105080780723
GBA3	0.0712237271578755	2.7713056846368	1.8923613920414	0.0611044279549665	0.103822960976237	-5.52158460545686
ARMCX1	-0.143535980280034	2.57163629743714	-1.89216780485862	0.0611304764265936	0.103858632500213	-5.52194081797241
LOC286359	0.071951135678928	4.07468282767469	1.89212029954217	0.0611368700145597	0.103860907897585	-5.52202822551212
CLPB	0.104745360065269	5.04985918517964	1.89201053551684	0.0611516449498074	0.103877420192907	-5.52223017828196
YIF1A	-0.209061635259237	6.74326301112588	-1.89193560235143	0.06116173315199	0.103885969130455	-5.52236804010861
CAVIN2	-0.368678216224342	6.45420395874616	-1.89139796339053	0.0612341561182741	0.104000386319069	-5.52335703688377
GUCA1C	0.0625441052068472	2.52818864416066	1.89125728140442	0.0612531186475407	0.104023994635398	-5.52361578056309
TEX261	-0.0897136440048127	6.46466847673259	-1.89092935796301	0.0612973385993118	0.104090489288262	-5.52421883061928
HS6ST3	-0.0835255872140479	3.02256076569866	-1.89059981978086	0.061341803293317	0.10415738852044	-5.52482475157662
LINC02653	0.0985907695791441	3.35511811411258	1.89001604878178	0.0614206381765937	0.104282631900423	-5.52589788706844
IWS1	-0.0931647945980547	5.92640336383238	-1.88996166959697	0.061427986098108	0.104285414418754	-5.52599783552971
ANKRD60	-0.167554983707932	4.14689032429399	-1.88992880712925	0.0614324269569815	0.104285414418754	-5.52605823515016
NSD2	-0.0747002206190084	4.03728127835578	-1.88963772499089	0.0614717740138992	0.104335327443252	-5.5265931870724
PDHX	-0.263258148667152	5.1859786797497	-1.88963616832346	0.061471984493428	0.104335327443252	-5.52659604771471
XAGE-4	0.138520853432229	6.21928679241231	1.88957365371745	0.0614804376947336	0.104341056672372	-5.52671092715874
DERL2	0.0696213475435057	7.07510666828795	1.88951421047598	0.0614884764922868	0.104346081711124	-5.52682015923562
OSGIN1	-0.159650663669371	4.87750989809615	-1.88880733451631	0.0615841384003832	0.104499790255118	-5.52811885813847
LINC01679	-0.105040737839779	4.03929476888939	-1.88866611348066	0.0616032648829606	0.104523614076456	-5.52837826017949
FOXS1	0.124938222331494	3.69238597323091	1.88812881810578	0.0616760798612911	0.104638520894127	-5.52936502592591
STK40	-0.112048362564457	6.76041569807433	-1.88755768548984	0.061753559690442	0.104761322387426	-5.53041364701139
CDC23	-0.142632852014861	3.97334701955071	-1.88725946868501	0.0617940482190999	0.104821355196821	-5.53096106631793
BTG4	0.0781213694840224	2.28318598388678	1.88638728215928	0.0619125917745488	0.105013772049129	-5.53256162382195
LINC00486	0.0530880316132225	2.79043901578675	1.88614925236665	0.0619449768042218	0.105060030401944	-5.53299831415977
ZC3H12B	-0.0849860831151372	3.2939191626856	-1.88597655548512	0.0619684818913051	0.105091221786286	-5.53331511220053
EML4	-0.176855173332799	6.41110583555995	-1.88563471043461	0.0620150311303621	0.105161484956083	-5.53394211837375
TBCC	-0.114618349298942	7.67561239361999	-1.88554397514189	0.062027391533204	0.105173765873076	-5.53410852557775
UCA1	-0.127802534427027	3.47661798881718	-1.88543112113999	0.062042767938019	0.105191158280392	-5.53431548770971
SLC14A2	-0.102988290596524	4.04240135022346	-1.88529364075266	0.0620615040185456	0.105214243550622	-5.53456759631881
CDH12	0.102875325598501	2.11801232778505	1.8851655415027	0.0620789658918886	0.10523516499855	-5.53480248650604
ANP32A	0.158920008956078	7.38475804934144	1.88494387591035	0.062109192015415	0.105277718941249	-5.53520891004006
LINC00320	0.0570157492878045	1.99837486460552	1.88474094543979	0.0621368742577915	0.105315954233203	-5.53558094351884
ATP5MC2	-0.105415650010086	6.6385769745836	-1.88466535362853	0.0621471885671508	0.105324748690011	-5.53571951678867
D21S2088E	0.0784403937500686	3.46882013305171	1.88434700766538	0.0621906418207677	0.105383565288594	-5.53630304459672
DBR1	-0.190241415976566	5.1643273022643	-1.88433595973262	0.0621921502873513	0.105383565288594	-5.53632329378832
PRPF39	-0.286301853504267	4.72884775419855	-1.88398949678394	0.0622394713434132	0.105455054142134	-5.53695825161856
NTHL1	-0.149346054208402	3.9544113380291	-1.88354337420464	0.0623004487173015	0.105549667795517	-5.53777569323325
ADCY10	0.0733921039772913	2.45882556240708	1.88309200238095	0.0623621945572666	0.105645567679907	-5.53860256866643
NEUROG2	0.0970708389607973	2.26022077270996	1.8830380141886	0.062369583358806	0.105649375025975	-5.53870145809319
UBXN6	-0.279174491012812	9.93792930650598	-1.88270251729166	0.0624155157830865	0.105718466355642	-5.53931592361106
TNFSF14	0.227833055987464	6.70115543247412	1.88261016501865	0.0624281645851775	0.105731175641705	-5.53948504961395
UST-AS1	0.0550565185158121	1.90995032397457	1.88188692651511	0.0625272955197371	0.105890340830318	-5.54080925766547
STT3B	-0.121337234667031	5.89691613443533	-1.88172016917629	0.0625501708869814	0.105920351178952	-5.54111451314501
MAP1LC3C	-0.131675510636351	3.59710312714528	-1.88149315173872	0.0625813238667331	0.105961722192438	-5.5415300362432
CCR9	-0.152234341760345	3.71104081506276	-1.88146698719982	0.0625849151905016	0.105961722192438	-5.54157792368884
HCG22	-0.161709621085149	5.06125822477758	-1.88133063199793	0.0626036339937684	0.105979887914224	-5.54182747665086
SMAD5-AS1	0.121101265193033	3.79637902088844	1.88128877190438	0.0626093814771142	0.105979887914224	-5.54190408426679
CPO	0.118939350936496	2.86357435245824	1.88125165141271	0.0626144785727408	0.105979887914224	-5.54197201666303
PIK3R3	-0.0713000318460981	3.17663169981318	-1.8812385748226	0.0626162742306968	0.105979887914224	-5.54199594719197
MMRN2	0.072698700695156	2.74800915893681	1.88105547974524	0.0626414211098654	0.106013717870748	-5.54233099998803
LINC00525	0.110657948246528	2.19274462667254	1.88101373177471	0.062647156098452	0.10601469247032	-5.54240739194511
GNL3L	0.0810026014863316	4.26226660196368	1.88071915834263	0.0626876346560863	0.106074456896238	-5.54294636800648
LST1	0.200607345161561	9.42329114751334	1.88025901493273	0.0627509087465159	0.106172780883669	-5.54378812646116
TTLL11-IT1	0.0879839782743486	3.53015698217303	1.87974521959267	0.0628216237440906	0.106283677450792	-5.54472780451714
NUDT18	0.133882827955997	5.20191301608602	1.87940309113852	0.0628687488184087	0.106354648840823	-5.54535338833107
SAR1A	0.185436216801533	6.37901537666305	1.8793540047381	0.0628755124523265	0.106357334983772	-5.54544313434215
ECPAS	0.111957964503925	5.41323490510915	1.87912216471402	0.0629074660216982	0.106402627317465	-5.54586698413524
C5orf66	0.0975553727338685	5.54184013633012	1.87903479460533	0.0629195114197081	0.106414241988772	-5.54602670140763
KIF17	0.145554308432378	4.38087872397395	1.87872739976125	0.0629619061911469	0.106477179682485	-5.54658858047263
PTHLH	0.0584750917486794	2.21765974626823	1.87852943588692	0.0629892213154943	0.106514607374267	-5.54695038791859
SLC17A3	0.119863343019142	3.21553828947556	1.87828269040202	0.06302328124673	0.106563433418831	-5.54740130076992
TMEM140	-0.212094261099211	6.67794462293108	-1.87784714016053	0.0630834408305683	0.10665606991813	-5.54819710777968
FGF18	0.0787738481304574	3.92729533528364	1.87781090018379	0.0630884485792433	0.10665606991813	-5.54826331514486
RPP38	-0.147926699574065	5.4396073708472	-1.87762329473294	0.0631143777893567	0.106691127771758	-5.5486060352611
COL18A1	-0.224137184444085	5.83841830277706	-1.87745023160055	0.0631383050034704	0.106722795880259	-5.54892216083207
CECR9	0.0807950761108782	3.19232783418191	1.87678033834265	0.0632309941972581	0.106870677723265	-5.55014556322413
CA14	-0.14029209223062	4.40694552668721	-1.87671276179936	0.0632403506938063	0.106877700995725	-5.55026895316494
ZNF236-DT	0.108926187757068	2.9522627457183	1.87632757124095	0.0632937054679783	0.106959075136635	-5.55097220412104
MANF	0.256972996068561	7.79207307408327	1.87593220711287	0.063348508652788	0.107042883340691	-5.55169388853141
CHRNB1	0.155300984229195	4.4909698257392	1.87581657518524	0.0633645444214604	0.107061176066156	-5.5519049322391
NKAPD1	-0.0875863608531722	4.19161260999839	-1.87550759496667	0.0634074103036131	0.107124794403432	-5.55246880259313
DLEU7-AS1	0.117878298039561	3.34528536773597	1.8751396844774	0.0634584834652769	0.107202267077275	-5.55314010363705
TENT5D	0.0786858635732914	2.04835457093038	1.87493044614694	0.0634875452012486	0.10724254552737	-5.55352183142399
LOC101927668	0.0831302877867155	2.63567302041752	1.87475990043236	0.0635112410502778	0.10727375409684	-5.5538329401014
UMODL1	0.132768109076416	2.05162550588535	1.87441982793238	0.0635585132909933	0.107344776002024	-5.55445321957089
RND3	0.113050030101426	3.02719568808014	1.87430094618821	0.0635750455599882	0.107363873373784	-5.55467003053487
LINC01583	0.0697318899981363	1.85469435993141	1.87423077822017	0.0635848051464144	0.107371531017641	-5.55479799354531
ARNTL2-AS1	0.0817525571597197	1.86888471000489	1.8737722637851	0.0636486103165229	0.10747044317126	-5.55563406069457
SUSD5	-0.076086962609804	1.75252661422587	-1.87372690307972	0.0636549254580484	0.107472275346104	-5.55571676216466
CCDC12	-0.11589150338233	7.37970504457183	-1.87357220307949	0.0636764668210903	0.107499812414277	-5.55599879652212
HPCAL1	0.128579615280244	7.85141318760186	1.87350645309611	0.06368562409477	0.107506439622396	-5.55611865904299
AKR1C2	0.243786853341631	5.13795720148619	1.87335567038605	0.0637066283947019	0.107533062829204	-5.55639352172855
RPL27	0.231598185490469	11.2658883099734	1.87318685796205	0.0637301511490415	0.107563932317179	-5.5567012262872
ASXL2	0.106346743322633	6.09421857838813	1.87308949795993	0.0637437208472078	0.10757799931745	-5.55687867840356
IRF5	-0.158058687792058	5.64269765711746	-1.87268513015069	0.0638001061210611	0.107664316390054	-5.55761560235437
RAD9B	0.0719912888563004	2.03221573749037	1.87213748588947	0.0638765365224287	0.107784443176169	-5.55861339702618
RASSF4	-0.18144369661221	4.93392975535426	-1.87209416016148	0.0638825864245825	0.107785800840688	-5.55869232378556
SLC6A9	0.200386777079141	3.84920725607232	1.87189966843899	0.0639097506998615	0.107822780552665	-5.55904660952537
PDZD7	-0.13434905124388	3.69755790249995	-1.87184191813942	0.0639178184322426	0.107827538869071	-5.55915180071518
KCNJ12	0.114150293445762	2.60984400404959	1.87170877118077	0.0639364223475485	0.107848580575082	-5.55939431404863
C5orf34	-0.11442558439634	2.53278035547268	-1.87167752962279	0.0639407882206543	0.107848580575082	-5.5594512149544
MAN1A2	-0.086224623762913	4.22736438125106	-1.87148871281501	0.0639671798691415	0.107884239915544	-5.55979509202497
MLXIPL	-0.160145082742308	5.29939747986694	-1.87072161618625	0.0640744937108891	0.108056362024215	-5.56119180985778
ERCC8	-0.0626210200402637	3.41048936638351	-1.8706819110451	0.0640800524059757	0.108056868282488	-5.56126408976387
WBP1	-0.116054770871192	5.57653726094567	-1.87033962279272	0.0641279892914499	0.108128830060721	-5.56188713741925
BPESC1	0.0707864842585904	1.86296861065869	1.86983460625194	0.0641987708106867	0.108224934294591	-5.56280619488145
DIO3OS	0.0864102398206565	3.56900284020566	1.86982141767267	0.0642006201560205	0.108224934294591	-5.56283019308161
SCIMP	0.100777434683912	3.4707337722684	1.86982023582903	0.0642007858801433	0.108224934294591	-5.56283234357996
TEKT5	0.120718893338478	4.19510629429707	1.86944276334259	0.0642537353150225	0.108305307767074	-5.56351913233018
GABRB3	0.0515120764083221	2.37401811083864	1.86926521478614	0.0642786533315294	0.108330184172177	-5.5638421264279
LOC153910	0.102717957591813	4.5713477687963	1.8692363794599	0.0642827009829306	0.108330184172177	-5.5638945805758
LOC100506691	0.110320016943278	3.27713622488757	1.86922492437104	0.06428430900752	0.108330184172177	-5.56391541824034
FBXL15	0.150158267153062	5.55514822836058	1.8691717898458	0.0642917682832561	0.108333870147817	-5.56401207235576
MUC17	0.0852484855665923	4.2851841925611	1.86909199148803	0.0643029721146985	0.108343864708506	-5.56415722435545
TEX15	0.0628292836923281	2.18502312317495	1.86894272916846	0.0643239331968542	0.108370296241876	-5.56442871465056
CCN6	0.0822379848438333	2.80972424350055	1.86789687456201	0.0644709642473993	0.108609103485802	-5.56633042885955
PNMA8B	0.0977578003621229	4.68868763186089	1.86768960889257	0.0645001359731052	0.108649339627128	-5.56670718883422
PTPMT1	-0.139634545797388	5.09274168955435	-1.86754576983591	0.0645203871753029	0.108674543939779	-5.56696863118652
CFAP57	0.0974777519783991	4.02131480172024	1.86684828215666	0.0646186624208731	0.108828755545544	-5.56823611942382
C8orf17	0.110653064095558	2.93672725554413	1.86682081433827	0.0646225351679756	0.108828755545544	-5.56828602539529
TULP1	0.104509645667574	3.94999265576685	1.86627127329648	0.0647000569634565	0.108950378639848	-5.56928433568693
PTTG2	0.133610528907014	3.10518757298171	1.86607874541651	0.0647272345813951	0.108975958116264	-5.56963402156621
SERPINB13	0.0597772850505649	2.52028202257347	1.86605032192244	0.0647312477072118	0.108975958116264	-5.56968564392262
GRIA2	0.0520088867720854	2.09914927103403	1.86601851859967	0.064735738279297	0.108975958116264	-5.56974340380317
RO60	0.0950653129853851	6.14650600686062	1.86601340592802	0.0647364602036707	0.108975958116264	-5.56975268914002
FUT9	0.0560582271578127	2.11153143466831	1.86562044968731	0.0647919669434304	0.109060462706467	-5.57046628203402
CELF2-AS1	0.147367276778363	4.00871217584364	1.86507186293989	0.0648695237350163	0.109182065953874	-5.57146225805084
LOC202181	-0.16587140889655	5.53896243348192	-1.86458433357754	0.0649385136559213	0.109289231540993	-5.57234715201614
MAP1B	0.0837130512359447	2.70948337315879	1.86450633611271	0.064949556711976	0.109298865029432	-5.57248870179334
LINC01990	0.0560097693170205	1.8660332571995	1.8641634869701	0.0649981166901444	0.109371626258252	-5.57311083847594
CCDC178	0.124092609139288	3.69409461355484	1.86400903591317	0.0650200025272604	0.10939949495887	-5.57339107149591
A1BG	0.108514238469263	4.34042350111886	1.863558890157	0.0650838236963832	0.109497911669967	-5.57420768307313
ASCL1	0.0672592834198174	3.07972685263398	1.86340594161487	0.0651055204925069	0.1095254474499	-5.57448510565984
TEDDM1	0.0812847994294459	2.3196107238488	1.86299859764272	0.065163334526532	0.109613732906492	-5.57522385403274
SMC5	-0.155082296450304	4.43508350144347	-1.86284678125273	0.0651848926950074	0.109641021526537	-5.57549914552207
CCDC172	0.106628241783032	3.15522544664645	1.86275687897209	0.0651976617728493	0.109653523634824	-5.57566215708461
FAHD1	-0.18801018981582	4.58158293985961	-1.8620957444807	0.0652916288534666	0.109802576422775	-5.57686070500397
TMEM213	0.0837916787803592	3.48850219447887	1.86198155947697	0.0653078694356321	0.109820900902848	-5.57706766665026
NKAIN3	0.1104173645691	2.56284878146141	1.86174712002063	0.0653412244462863	0.109867999439222	-5.57749255358219
FCGR3B	-0.304043936396898	12.1887848609851	-1.86074494555353	0.0654839700164025	0.110099009971122	-5.57930828124958
TDH	0.0649700703322731	2.64129955477069	1.86004050154382	0.0655844640349526	0.110248840798934	-5.58058403562027
SENCR	0.118724221895909	6.04088491176529	1.86002429735777	0.0655867771947859	0.110248840798934	-5.58061337621416
